Account Length,CustServ Calls,Day Calls,Day Mins,Eve Calls,Eve Mins,Intl Calls,Intl Mins,Int'l Plan,Night Calls,Night Mins,VMail Message,VMail Plan,Churn?
0.30991735537190085,0.1111111111111111,0.4,0.540763968072976,0.38235294117647056,0.5850976079186143,0.25,0.5,0,0.528169014084507,0.3832705755782679,0.6470588235294118,1,0
0.2975206611570248,0.1111111111111111,0.5454545454545454,0.6396807297605474,0.5176470588235295,0.4385482540555403,0.1,0.65,0,0.2887323943661972,0.45615922538999465,0.0,0,0
0.6033057851239669,0.0,0.7090909090909091,0.4421322690992018,0.5470588235294118,0.6590596645587022,0.2,0.53,0,0.704225352112676,0.49919311457773,0.0,0,0
0.3140495867768595,0.5555555555555556,0.5393939393939394,0.17787913340935005,0.711764705882353,0.46714324993126205,0.3,0.28500000000000003,0,0.21830985915492956,0.5013448090371168,0.0,0,1
0.5330578512396694,0.0,0.6787878787878788,0.5216647662485747,0.5823529411764706,0.20043992301347266,0.95,0.475,0,0.31690140845070425,0.4265734265734266,0.0,0,0
0.45454545454545453,0.2222222222222222,0.6242424242424243,0.314709236031927,0.6,0.3775089359362112,0.3,0.385,0,0.5070422535211268,0.44755244755244755,0.0,0,0
0.5413223140495868,0.0,0.5212121212121212,0.23118586088939563,0.4235294117647059,0.6741820181468243,0.1,0.515,0,0.5774647887323944,0.5750403442711135,0.0,0,0
0.7148760330578512,0.3333333333333333,0.46060606060606063,0.3543329532497149,0.6588235294117647,0.7618916689579325,0.25,0.775,0,0.5774647887323944,0.6118881118881119,0.0,0,0
0.23140495867768596,0.0,0.696969696969697,0.6071835803876853,0.6588235294117647,0.5254330492163871,0.15,0.475,0,0.5774647887323944,0.42899408284023666,0.7647058823529411,1,0
0.2190082644628099,0.3333333333333333,0.44242424242424244,0.3828392246294185,0.5882352941176471,0.42755017871872425,0.2,0.735,0,0.24647887323943662,0.2122108660570199,0.0,0,0
0.07851239669421488,0.0,0.6606060606060606,0.5416191562143672,0.49411764705882355,0.7099257629914765,0.3,0.315,0,0.4859154929577465,0.42576654115115653,0.0,0,0
0.19834710743801653,0.1111111111111111,0.7090909090909091,0.34007981755986316,0.6411764705882353,0.5914215012372834,0.05,0.5549999999999999,0,0.4014084507042254,0.4182356105433028,0.0,0,0
0.5826446280991735,0.2222222222222222,0.5757575757575758,0.24173318129988597,0.37058823529411766,0.3758592246356887,0.3,0.71,0,0.8098591549295775,0.6113501882732653,0.0,0,0
0.30578512396694213,0.1111111111111111,0.6363636363636364,0.6445267958950969,0.6294117647058823,0.5540280450921089,0.25,0.515,0,0.45774647887323944,0.5997848305540613,0.0,0,0
0.7066115702479339,0.3333333333333333,0.7333333333333333,0.6043329532497149,0.6764705882352942,0.08578498762716524,0.5,0.63,0,0.31690140845070425,0.7264658418504573,0.0,0,0
0.045454545454545456,0.1111111111111111,0.7151515151515152,0.7115165336374002,0.7,0.6939785537530933,0.15,0.5900000000000001,0,0.4014084507042254,0.691231845077999,0.0,0,1
0.23140495867768596,0.0,0.5696969696969697,0.5039908779931586,0.4411764705882353,0.5361561726697828,0.2,0.41500000000000004,0,0.5845070422535211,0.5118343195266273,0.49019607843137253,1,0
0.29338842975206614,0.3333333333333333,0.48484848484848486,0.6271379703534777,0.6,0.5974704426725324,0.3,0.735,0,0.2676056338028169,0.3485745024206563,0.7254901960784313,1,0
0.1446280991735537,0.0,0.7757575757575758,0.4170467502850627,0.47058823529411764,0.44679681055815235,0.3,0.725,0,0.5352112676056338,0.28536847767617,0.5882352941176471,1,0
0.3181818181818182,0.1111111111111111,0.3878787878787879,0.37286202964652226,0.6823529411764706,0.615067363211438,0.25,0.5,0,0.528169014084507,0.5502958579881657,0.0,0,0
0.5578512396694215,0.3333333333333333,0.6424242424242425,0.5812428734321551,0.5823529411764706,0.5158097332966731,0.3,0.525,1,0.5211267605633803,0.21113501882732652,0.6470588235294118,1,0
0.6115702479338843,0.1111111111111111,0.5696969696969697,0.40022805017103763,0.5411764705882353,0.7473192191366511,0.45,0.5549999999999999,0,0.528169014084507,0.4440559440559441,0.0,0,0
0.40082644628099173,0.3333333333333333,0.6181818181818182,0.3600342075256556,0.5,0.4586197415452296,0.1,0.47000000000000003,0,0.7183098591549296,0.44271113501882736,0.0,0,0
0.5537190082644629,0.0,0.5151515151515151,0.49344355758266817,0.6294117647058823,0.5606268902941985,0.75,0.73,1,0.31690140845070425,0.2662721893491124,0.803921568627451,1,1
0.13636363636363635,0.2222222222222222,0.49696969696969695,0.3557582668187001,0.5764705882352941,0.7759142150123728,0.2,0.5,0,0.31690140845070425,0.7754168908015062,0.0,0,0
0.6570247933884298,0.3333333333333333,0.4666666666666667,0.24458380843785632,0.6470588235294118,0.4544954632939236,0.2,0.45999999999999996,0,0.4154929577464789,0.41769768692845616,0.0,0,0
0.2603305785123967,0.1111111111111111,0.40606060606060607,0.4389965792474344,0.6941176470588235,0.6208413527632665,0.15,0.175,0,0.3732394366197183,0.6511565357719205,0.0,0,0
0.2396694214876033,0.2222222222222222,0.5878787878787879,0.3446408209806157,0.5411764705882353,0.585647511685455,0.25,0.425,0,0.5845070422535211,0.3762775685852609,0.5490196078431373,1,0
0.2644628099173554,0.3333333333333333,0.7272727272727273,0.6023375142531358,0.7176470588235294,0.4470717624415727,0.25,0.6599999999999999,0,0.5985915492957746,0.2998924152770306,0.0,0,0
0.5826446280991735,0.2222222222222222,0.806060606060606,0.5330672748004561,0.43529411764705883,0.3700852350838603,0.25,0.37,0,0.6619718309859155,0.5890263582571275,0.0,0,0
0.48760330578512395,0.5555555555555556,0.6909090909090909,0.4535347776510832,0.6882352941176471,0.6359637063513885,0.15,0.44000000000000006,0,0.4084507042253521,0.322754168908015,0.0,0,1
0.39669421487603307,0.1111111111111111,0.8181818181818182,0.37970353477765106,0.3411764705882353,0.5971954907891119,0.15,0.55,0,0.323943661971831,0.12748789671866592,0.47058823529411764,1,0
0.21074380165289255,0.3333333333333333,0.6545454545454545,0.5470353477765109,0.5647058823529412,0.7418201814682431,0.25,0.39,0,0.38028169014084506,0.5745024206562669,0.0,0,0
0.24380165289256198,0.1111111111111111,0.34545454545454546,0.62884834663626,0.6764705882352942,0.5804234259004675,0.15,0.33999999999999997,0,0.676056338028169,0.607315761161915,0.0,0,0
0.0371900826446281,0.2222222222222222,0.6787878787878788,0.5305017103762828,0.38823529411764707,0.5229584822656035,0.3,0.5700000000000001,0,0.16901408450704225,0.6982248520710059,0.0,0,0
0.3925619834710744,0.2222222222222222,0.7090909090909091,0.45667046750285056,0.3941176470588235,0.7354962881495738,0.25,0.465,0,0.24647887323943662,0.5521785906401291,0.0,0,0
0.35537190082644626,0.5555555555555556,0.503030303030303,0.43044469783352335,0.6823529411764706,0.6040692878746219,0.15,0.485,0,0.6619718309859155,0.48601398601398604,0.0,0,1
0.3305785123966942,0.1111111111111111,0.40606060606060607,0.500285062713797,0.5,0.6854550453670608,0.15,0.51,0,0.45774647887323944,0.6643356643356643,0.0,0,0
0.5785123966942148,0.1111111111111111,0.593939393939394,0.3617445838084379,0.36470588235294116,0.4949133901567226,0.1,0.4,0,0.6690140845070423,0.31629908552985475,0.0,0,0
0.49586776859504134,0.3333333333333333,0.7818181818181819,0.5655644241733181,0.45294117647058824,0.20703876821556227,0.15,0.29,0,0.30985915492957744,0.4249596557288865,0.5882352941176471,1,1
0.2768595041322314,0.3333333333333333,0.42424242424242425,0.4241733181299886,0.9647058823529412,0.6777563926312895,0.15,0.605,0,0.49295774647887325,0.2867132867132867,0.0,0,0
0.512396694214876,0.1111111111111111,0.6242424242424243,0.6536488027366021,0.7411764705882353,0.48776464118779217,0.4,0.6,0,0.43661971830985913,0.4467455621301776,0.0,0,0
0.7148760330578512,0.1111111111111111,0.5878787878787879,0.5476054732041049,0.5529411764705883,0.46714324993126205,0.2,0.5700000000000001,0,0.14788732394366197,0.385691231845078,0.0,0,0
0.47520661157024796,0.2222222222222222,0.503030303030303,0.765678449258837,0.8352941176470589,0.48996425625515533,0.15,0.58,0,0.5140845070422535,0.384884346422808,0.6666666666666666,1,0
0.30165289256198347,0.2222222222222222,0.5515151515151515,0.5521664766248574,0.5647058823529412,0.676656585097608,0.15,0.73,0,0.4154929577464789,0.30876815492200105,0.6470588235294118,1,0
0.6115702479338843,0.3333333333333333,0.5575757575757576,0.5151083238312428,0.3764705882352941,0.516359637063514,0.15,0.63,0,0.14084507042253522,0.6516944593867671,0.5490196078431373,1,0
0.15289256198347106,0.2222222222222222,0.593939393939394,0.3740022805017103,0.5705882352941176,0.44789661809183395,0.3,0.41,0,0.5140845070422535,0.3652501344809037,0.0,0,0
0.16115702479338842,0.2222222222222222,0.4484848484848485,0.4221778791334093,0.5176470588235295,0.46604344239758044,0.25,0.31,0,0.4859154929577465,0.5134480903711673,0.803921568627451,1,0
0.17355371900826447,0.0,0.6363636363636364,0.7169327251995439,0.611764705882353,0.5850976079186143,0.2,0.465,1,0.23943661971830985,0.36202259279182364,0.0,0,0
0.4628099173553719,0.0,0.5636363636363636,0.35689851767388825,0.7,0.5675006873797086,0.4,0.41500000000000004,1,0.7464788732394366,0.28536847767617,0.0,0,0
0.5165289256198347,0.1111111111111111,0.42424242424242425,0.6031927023945267,0.47058823529411764,0.5963706351388507,0.05,0.39,0,0.19014084507042253,0.3504572350726197,0.0,0,0
0.6157024793388429,0.4444444444444444,0.6121212121212121,0.5099771949828963,0.6470588235294118,0.46494363486389884,0.15,0.6900000000000001,0,0.47183098591549294,0.3372781065088757,0.0,0,1
0.5661157024793388,0.3333333333333333,0.5636363636363636,0.6892816419612314,0.48823529411764705,0.46879296123178443,0.35,0.5900000000000001,0,0.5,0.7318450779989242,0.0,0,0
0.6652892561983471,0.0,0.5878787878787879,0.6411060433295325,0.49411764705882355,0.5174594445971955,0.1,0.605,0,0.19718309859154928,0.6223776223776224,0.9019607843137255,1,0
0.6033057851239669,0.3333333333333333,0.503030303030303,0.7086659064994298,0.5,0.40940335441297776,0.2,0.4,0,0.5352112676056338,0.4015599784830554,0.0,0,0
0.3677685950413223,0.1111111111111111,0.8848484848484849,0.5798175598631699,0.6882352941176471,0.62331591971405,0.2,0.365,0,0.5070422535211268,0.3474986551909629,0.0,0,0
0.34710743801652894,0.0,0.6606060606060606,0.6721778791334093,0.5529411764705883,0.43222436073687104,0.15,0.6,0,0.4647887323943662,0.4437869822485207,0.0,0,0
0.2024793388429752,0.1111111111111111,0.5454545454545454,0.4478335233751425,0.4235294117647059,0.6139675556777564,0.1,0.305,0,0.5492957746478874,0.4254975793437332,0.0,0,0
0.3347107438016529,0.0,0.6606060606060606,0.8560433295324972,0.5882352941176471,0.4976629089909266,0.2,0.585,0,0.28169014084507044,0.6640667025282411,0.0,0,1
0.5909090909090909,0.4444444444444444,0.7090909090909091,0.17559863169897377,0.5,0.2119879021171295,0.35,0.41,0,0.4647887323943662,0.40290478752017217,0.0,0,1
0.1859504132231405,0.2222222222222222,0.43636363636363634,0.6103192702394526,0.611764705882353,0.45202089634313997,0.15,0.41,0,0.5633802816901409,0.4150080688542227,0.0,0,0
0.28512396694214875,0.1111111111111111,0.593939393939394,0.48517673888255414,0.6,0.426725323068463,0.1,0.75,0,0.3028169014084507,0.5524475524475524,0.0,0,0
0.5909090909090909,0.1111111111111111,0.6,0.5732611174458381,0.43529411764705883,0.8344789661809183,0.1,0.6599999999999999,0,0.6056338028169014,0.5400753093060785,0.0,0,0
0.47520661157024796,0.3333333333333333,0.6303030303030303,0.6140250855188142,0.4647058823529412,0.5631014572449822,0.25,0.63,1,0.5352112676056338,0.6866594943518021,0.0,0,0
0.2231404958677686,0.3333333333333333,0.7454545454545455,0.47206385404789053,0.5588235294117647,0.37420951333516633,0.1,0.55,0,0.4014084507042254,0.41016675632060245,0.49019607843137253,1,0
0.28512396694214875,0.1111111111111111,0.6121212121212121,0.7112314709236032,0.5764705882352941,0.7140500412427825,0.2,0.49000000000000005,0,0.24647887323943662,0.5365788058095751,0.47058823529411764,1,0
0.43388429752066116,0.2222222222222222,0.5818181818181818,0.6003420752565564,0.5,0.6851800934836404,0.05,0.62,0,0.3873239436619718,0.4523937600860678,0.0,0,1
0.5247933884297521,0.0,0.6303030303030303,0.5111174458380844,0.5058823529411764,0.6211163046466869,0.35,0.43,0,0.31690140845070425,0.806347498655191,0.5686274509803921,1,0
0.384297520661157,0.4444444444444444,0.6363636363636364,0.45011402508551884,0.5941176470588235,0.4261754193016222,0.25,0.4,0,0.3591549295774648,0.44755244755244755,0.0,0,1
0.45454545454545453,0.1111111111111111,0.7151515151515152,0.6108893956670468,0.4470588235294118,0.573274676931537,0.1,0.6,0,0.45774647887323944,0.4281871974179667,0.0,0,0
0.30165289256198347,0.2222222222222222,0.6303030303030303,0.43928164196123143,0.49411764705882355,0.3392906241407754,0.45,0.545,0,0.16901408450704225,0.4811726734803658,0.6862745098039216,1,0
0.5247933884297521,0.1111111111111111,0.7575757575757576,0.678164196123147,0.5470588235294118,0.680780863348914,0.2,0.6950000000000001,0,0.24647887323943662,0.49946207638515333,0.0,0,1
0.3347107438016529,0.1111111111111111,0.3696969696969697,0.41020524515393386,0.6176470588235294,0.5358812207863625,0.1,0.5549999999999999,0,0.4295774647887324,0.23238300161377082,0.0,0,0
0.6363636363636364,0.0,0.6060606060606061,0.5798175598631699,0.611764705882353,0.5248831454495464,0.2,0.445,0,0.6056338028169014,0.4647660032275417,0.0,0,1
0.32644628099173556,0.1111111111111111,0.6060606060606061,0.3543329532497149,0.6294117647058823,0.4756667583172945,0.45,0.395,0,0.20422535211267606,0.6186121570736955,0.0,0,0
0.3181818181818182,0.3333333333333333,0.5636363636363636,0.7209236031927024,0.6588235294117647,0.49051416002199616,0.35,0.475,0,0.5070422535211268,0.6473910704679935,0.0,0,0
0.3677685950413223,0.3333333333333333,0.4303030303030303,0.5105473204104902,0.4764705882352941,0.5240582897992851,0.35,0.53,0,0.4084507042253521,0.28106508875739644,0.0,0,0
0.4256198347107438,0.1111111111111111,0.6424242424242425,0.7936145952109463,0.6647058823529411,0.22271102557052516,0.25,0.49000000000000005,0,0.7323943661971831,0.3765465303926842,0.0,0,0
0.2975206611570248,0.0,0.6666666666666666,0.45638540478905354,0.4235294117647059,0.5864723673357163,0.2,0.65,0,0.2746478873239437,0.40586336740182893,0.0,0,0
0.4049586776859504,0.4444444444444444,0.5272727272727272,0.564994298745724,0.4470588235294118,0.5699752543304922,0.15,0.43499999999999994,0,0.5633802816901409,0.4510489510489511,0.0,0,0
0.49173553719008267,0.1111111111111111,0.793939393939394,0.604618015963512,0.611764705882353,0.5757492438823206,0.25,0.265,0,0.44366197183098594,0.38730500268961804,0.0,0,1
0.3140495867768595,0.2222222222222222,0.43636363636363634,0.7177879133409351,0.7411764705882353,0.5655760241957657,0.35,0.49000000000000005,0,0.5352112676056338,0.6777837547068316,0.0,0,1
0.40082644628099173,0.4444444444444444,0.6909090909090909,0.4595210946408209,0.48823529411764705,0.6934286499862524,0.4,0.22000000000000003,0,0.4154929577464789,0.36847767616998384,0.4117647058823529,1,0
0.44214876033057854,0.0,0.8303030303030303,0.508266818700114,0.4470588235294118,0.5196590596645587,0.25,0.73,0,0.4859154929577465,0.28483055406132324,0.0,0,0
0.5537190082644629,0.0,0.49696969696969695,0.4324401368301026,0.6176470588235294,0.3271927412702777,0.3,0.525,0,0.47183098591549294,0.42173211403980637,0.0,0,0
0.3884297520661157,0.1111111111111111,0.6,0.3848346636259977,0.6235294117647059,0.504811657959857,0.45,0.625,0,0.4859154929577465,0.5973641742872513,0.0,0,0
0.5,0.1111111111111111,0.5696969696969697,0.48603192702394526,0.6411764705882353,0.4775914215012373,0.1,0.5650000000000001,0,0.29577464788732394,0.6062399139322217,0.0,0,0
0.3884297520661157,0.4444444444444444,0.3939393939393939,0.6787343215507411,0.5764705882352941,0.5147099257629915,0.2,0.5900000000000001,0,0.5774647887323944,0.44862829478214095,0.0,0,0
0.1446280991735537,0.2222222222222222,0.6181818181818182,0.8021664766248574,0.4470588235294118,0.5559527082760517,0.3,0.45,0,0.5633802816901409,0.44109736417428724,0.5686274509803921,1,0
0.38016528925619836,0.1111111111111111,0.793939393939394,0.33608893956670466,0.6764705882352942,0.4522958482265604,0.15,0.49000000000000005,0,0.3732394366197183,0.5212479827864444,0.4117647058823529,1,0
0.5785123966942148,0.1111111111111111,0.5515151515151515,0.4236031927023945,0.5705882352941176,0.36046191916414627,0.05,0.505,0,0.7676056338028169,0.5277030661646046,0.6274509803921569,1,0
0.6446280991735537,0.3333333333333333,0.5454545454545454,0.6550741163055872,0.711764705882353,0.40665383557877377,0.35,0.48,0,0.528169014084507,0.5868746637977408,0.0,0,0
0.49173553719008267,0.1111111111111111,0.6060606060606061,0.47035347776510833,0.48823529411764705,0.8721473742095134,0.4,0.41500000000000004,0,0.3732394366197183,0.258203335126412,0.0,0,0
0.4214876033057851,0.2222222222222222,0.7090909090909091,0.5273660205245154,0.5529411764705883,0.6139675556777564,0.1,0.63,0,0.4084507042253521,0.5368477676169985,0.0,0,0
0.40082644628099173,0.4444444444444444,0.7090909090909091,0.4589509692132269,0.6647058823529411,0.5248831454495464,0.2,0.605,0,0.5633802816901409,0.5500268961807423,0.0,0,0
0.512396694214876,0.1111111111111111,0.6545454545454545,0.3611744583808438,0.5294117647058824,0.5664008798460269,0.35,0.665,0,0.5704225352112676,0.6040882194728349,0.0,0,0
0.256198347107438,0.1111111111111111,0.7575757575757576,0.16790193842645382,0.34705882352941175,0.4663183942810008,0.15,0.47000000000000003,0,0.3873239436619718,0.506186121570737,0.0,0,0
0.1446280991735537,0.0,0.5393939393939394,0.5610034207525656,0.7176470588235294,0.7008523508386033,0.3,1.0,1,0.6549295774647887,0.30957504034427114,0.8235294117647058,1,1
0.2603305785123967,0.1111111111111111,0.503030303030303,0.4635119726339794,0.6411764705882353,0.41875171844927145,0.15,0.71,0,0.6267605633802817,0.09225389994620763,0.0,0,0
0.30165289256198347,0.1111111111111111,0.6909090909090909,0.8053021664766248,0.2823529411764706,0.6046191916414628,0.2,0.47000000000000003,0,0.5774647887323944,0.3948359332974718,0.0,0,1
0.45867768595041325,0.2222222222222222,0.7090909090909091,0.3241163055872292,0.4823529411764706,0.4330492163871323,0.15,0.5,0,0.5985915492957746,0.41527703066164606,0.7058823529411765,1,0
0.39669421487603307,0.2222222222222222,0.7575757575757576,0.6835803876852907,0.6529411764705882,0.5905966455870223,0.25,0.43499999999999994,0,0.3380281690140845,0.3230231307154384,0.0,0,0
0.1859504132231405,0.1111111111111111,0.5575757575757576,0.5992018244013683,0.45294117647058824,0.6249656310145725,0.35,0.655,0,0.5845070422535211,0.4757934373318989,0.0,0,0
0.1652892561983471,0.0,0.6181818181818182,0.6094640820980616,0.5058823529411764,0.38988177069012925,0.15,0.36,0,0.6338028169014085,0.32006455083378155,0.43137254901960786,1,0
0.49586776859504134,0.3333333333333333,0.6242424242424243,0.5436145952109463,0.6882352941176471,0.5045367060764366,0.2,0.49000000000000005,0,0.49295774647887325,0.5314685314685316,0.0,0,0
0.7933884297520661,0.1111111111111111,0.7515151515151515,0.4871721778791334,0.5588235294117647,0.36376134176519115,0.15,0.58,0,0.39436619718309857,0.24125874125874125,0.0,0,0
0.5330578512396694,0.2222222222222222,0.7212121212121212,0.43956670467502845,0.5764705882352941,0.3029969755292824,0.25,0.45999999999999996,0,0.5915492957746479,0.5492200107584724,0.0,0,0
0.34710743801652894,0.1111111111111111,0.3151515151515151,0.5741163055872291,0.611764705882353,0.6307396205664009,0.15,0.6,0,0.5140845070422535,0.6167294244217322,0.0,0,0
0.6652892561983471,0.4444444444444444,0.6545454545454545,0.201539338654504,0.5117647058823529,0.4330492163871323,0.15,0.45499999999999996,0,0.34507042253521125,0.3539537385691232,0.0,0,1
0.24793388429752067,0.4444444444444444,0.7515151515151515,0.5344925883694412,0.6058823529411764,0.4030794610943085,0.3,0.32,0,0.676056338028169,0.5446476600322754,0.5294117647058824,1,1
0.3760330578512397,0.2222222222222222,0.5454545454545454,0.2614025085518814,0.7235294117647059,0.5325817981853176,0.2,0.45999999999999996,0,0.3732394366197183,0.4082840236686391,0.0,0,0
0.5371900826446281,0.3333333333333333,0.696969696969697,0.6106043329532497,0.6882352941176471,0.4445971954907891,0.2,0.475,0,0.4859154929577465,0.6495427649273803,0.7058823529411765,1,0
0.3677685950413223,0.3333333333333333,0.5575757575757576,0.4147662485746864,0.6705882352941176,0.5985702502062139,0.1,0.545,0,0.6338028169014085,0.33270575578267886,0.0,0,0
0.30578512396694213,0.1111111111111111,0.7575757575757576,0.4740592930444698,0.5058823529411764,0.43497387957107503,0.25,0.305,0,0.33098591549295775,0.6280258203335126,0.0,0,0
0.3181818181818182,0.1111111111111111,0.696969696969697,0.6584948688711516,0.8235294117647058,0.6334891394006049,0.15,0.475,0,0.6126760563380281,0.6406670252824098,0.0,0,0
0.3347107438016529,0.4444444444444444,0.5818181818181818,0.5709806157354618,0.6,0.5532031894418477,0.05,0.355,0,0.19014084507042253,0.4919311457772996,0.0,0,0
0.6694214876033058,0.1111111111111111,0.6606060606060606,0.5615735461801596,0.7529411764705882,0.5570525158097333,0.5,0.45499999999999996,0,0.33098591549295775,0.4927380311995697,0.0,0,0
0.371900826446281,0.3333333333333333,0.6787878787878788,0.37029646522234894,0.48823529411764705,0.47649161396755574,0.15,0.5599999999999999,1,0.6830985915492958,0.6024744486282948,0.0,0,0
0.30578512396694213,0.5555555555555556,0.5878787878787879,0.5011402508551882,0.6235294117647059,0.5980203464393731,0.2,0.265,0,0.7112676056338029,0.5763851533082303,0.4117647058823529,1,0
0.371900826446281,0.3333333333333333,0.6424242424242425,0.5789623717217788,0.6647058823529411,0.5776739070662634,0.15,0.6,0,0.676056338028169,0.4636901559978483,0.0,0,0
0.5206611570247934,0.1111111111111111,0.7090909090909091,0.5222348916761687,0.4470588235294118,0.348638988177069,0.4,0.5599999999999999,0,0.2676056338028169,0.6457772996234535,0.7058823529411765,1,0
0.4628099173553719,0.2222222222222222,0.6121212121212121,0.5843785632839225,0.35294117647058826,0.4179268627990102,0.25,0.51,0,0.18309859154929578,0.3641742872512103,0.45098039215686275,1,0
0.45041322314049587,0.1111111111111111,0.696969696969697,0.42331812998859747,0.49411764705882355,0.7599670057739896,0.15,0.62,0,0.5563380281690141,0.4583109198493814,0.0,0,0
0.49173553719008267,0.0,0.4121212121212121,0.5709806157354618,0.5705882352941176,0.6059939510585648,0.2,0.525,0,0.5845070422535211,0.6202259279182356,0.7647058823529411,1,0
0.6446280991735537,0.3333333333333333,0.6484848484848484,0.54903078677309,0.43529411764705883,0.5375309320868848,0.25,0.33999999999999997,0,0.7464788732394366,0.23265196342119418,0.5490196078431373,1,0
0.4214876033057851,0.1111111111111111,0.28484848484848485,0.7026795895096921,0.49411764705882355,0.5375309320868848,0.2,0.585,0,0.44366197183098594,0.4768692845615923,0.0,0,0
0.4793388429752066,0.2222222222222222,0.5212121212121212,0.47633979475484606,0.5117647058823529,0.48803959307121253,0.35,0.705,1,0.6971830985915493,0.6083916083916084,0.0,0,1
0.5743801652892562,0.3333333333333333,0.6121212121212121,0.6610604332953249,0.5529411764705883,0.4401979653560627,0.3,0.7150000000000001,0,0.45774647887323944,0.2345346960731576,0.0,0,0
0.5206611570247934,0.1111111111111111,0.5515151515151515,0.4181870011402508,0.4588235294117647,0.5595270827605169,0.15,0.6849999999999999,0,0.5422535211267606,0.48466917697686934,0.0,0,0
0.33884297520661155,0.1111111111111111,0.5272727272727272,0.7739452679589509,0.7411764705882353,0.5947209238383283,0.2,0.585,1,0.5070422535211268,0.2633136094674556,0.0,0,0
0.49586776859504134,0.1111111111111111,0.7333333333333333,0.5173888255416191,0.5764705882352941,0.6004949133901567,0.25,0.425,0,0.49295774647887325,0.3722431414739107,0.0,0,0
0.5950413223140496,0.2222222222222222,0.5878787878787879,0.73460661345496,0.5588235294117647,0.44569700302447074,0.2,0.5549999999999999,0,0.3732394366197183,0.7092522861753631,0.8431372549019608,1,0
0.4628099173553719,0.1111111111111111,0.6,0.5524515393386545,0.7352941176470589,0.6087434698927688,0.3,0.53,0,0.23943661971830985,0.40102205486820874,0.0,0,0
